,board,first_player,move_history,winner,1,2,3,4,5,6,7,8,9
2251,"[[0, 1, 0], [1, 0, 0], [1, 0, 1]]",0,"[-7, 7, -8, 4, -5, 5, -3, 9, -6]",-1,-7,7,-8,4,-5,5,-3,9,-6
2252,"[[1, 1, 0], [1, 0, 0], [0, -1, 1]]",1,"[5, -6, 4, -7, 3, -5, 9, -7, 0]",0,5,-6,4,-7,3,-5,9,-7,0
2253,"[[-1, 1, 1], [0, 1, 1], [0, 0, 0]]",1,"[7, -8, 4, -7, 6, -5, 5, -9, 0]",0,7,-8,4,-7,6,-5,5,-9,0
2254,"[[1, 0, 1], [0, 1, 0], [0, 1, 0]]",0,"[-4, 8, -7, 3, -9, 5, -7, 6, -5]",-1,-4,8,-7,3,-9,5,-7,6,-5
2255,"[[-1, 0, 0], [1, 1, 1], [0, 0, 1]]",0,"[-4, 9, -8, 6, -5, 7, -7, 5, 0]",1,-4,9,-8,6,-5,7,-7,5,0
2256,"[[1, 0, 1], [-1, 0, -1], [1, 0, -1]]",1,"[3, -4, 5, -8, 7, -6, 0, 0, 0]",0,3,-4,5,-8,7,-6,0,0,0
2257,"[[0, 0, 1], [1, 1, 0], [0, 1, 0]]",0,"[-7, 5, -9, 8, -4, 6, -7, 5, -3]",-1,-7,5,-9,8,-4,6,-7,5,-3
2258,"[[0, 0, 1], [1, 1, 0], [1, 1, 0]]",1,"[5, -3, 7, -7, 6, -9, 8, -4, 5]",1,5,-3,7,-7,6,-9,8,-4,5
2259,"[[0, 1, 0], [0, 1, 0], [1, 0, 1]]",0,"[-3, 6, -8, 7, -5, 9, -5, 4, -7]",-1,-3,6,-8,7,-5,9,-5,4,-7
2260,"[[0, 0, 1], [0, 1, 1], [0, 1, 0]]",0,"[-9, 8, -4, 5, -5, 6, -7, 7, -3]",0,-9,8,-4,5,-5,6,-7,7,-3
2261,"[[0, 1, 1], [1, 0, 0], [0, 0, 1]]",0,"[-7, 9, -8, 5, -7, 5, -6, 4, -3]",-1,-7,9,-8,5,-7,5,-6,4,-3
2262,"[[1, -1, -1], [1, -1, -1], [0, 0, 0]]",0,"[-7, 3, -9, 5, -8, 0, 0, 0, 0]",0,-7,3,-9,5,-8,0,0,0,0
2263,"[[1, 1, 0], [0, 1, 0], [1, 0, 0]]",0,"[-5, 7, -5, 6, -8, 4, -9, 3, -7]",0,-5,7,-5,6,-8,4,-9,3,-7
2264,"[[1, 0, 0], [1, 0, 0], [0, 1, 1]]",0,"[-5, 8, -7, 9, -7, 3, -4, 5, -6]",0,-5,8,-7,9,-7,3,-4,5,-6
2265,"[[1, 1, 0], [1, 0, 1], [1, 0, 0]]",1,"[3, -9, 7, -5, 4, -6, 7, -8, 5]",1,3,-9,7,-5,4,-6,7,-8,5
2266,"[[0, -1, 1], [1, 0, 0], [1, 1, 0]]",1,"[7, -7, 8, -6, 5, -3, 5, -9, 0]",0,7,-7,8,-6,5,-3,5,-9,0
2267,"[[-1, 0, 1], [1, 1, 1], [0, -1, 0]]",1,"[5, -9, 6, -4, 7, -7, 5, 0, 0]",1,5,-9,6,-4,7,-7,5,0,0
2268,"[[1, 0, 0], [0, 1, 1], [1, 0, 0]]",0,"[-9, 6, -4, 3, -8, 7, -5, 7, -5]",-1,-9,6,-4,3,-8,7,-5,7,-5
2269,"[[0, 0, 1], [-1, 1, 0], [1, -1, -1]]",0,"[-4, 6, -3, 5, -7, 7, 0, 0, 0]",1,-4,6,-3,5,-7,7,0,0,0
2270,"[[0, -1, 0], [-1, 0, 1], [1, 1, 1]]",1,"[8, -6, 9, -5, 7, -3, 7, 0, 0]",1,8,-6,9,-5,7,-3,7,0,0
2271,"[[1, 1, -1], [-1, 1, -1], [0, 0, 0]]",1,"[3, -8, 6, -9, 4, -7, 0, 0, 0]",0,3,-8,6,-9,4,-7,0,0,0
2272,"[[0, 1, 0], [1, 1, 1], [1, 0, 0]]",1,"[4, -5, 7, -8, 5, -9, 7, -3, 6]",1,4,-5,7,-8,5,-9,7,-3,6
2273,"[[1, 1, 0], [0, 1, 0], [0, -1, 1]]",0,"[-7, 9, -7, 6, -5, 4, -5, 3, 0]",1,-7,9,-7,6,-5,4,-5,3,0
2274,"[[1, 0, 0], [1, 1, 0], [0, 1, 1]]",1,"[6, -7, 5, -7, 8, -4, 9, -5, 3]",1,6,-7,5,-7,8,-4,9,-5,3
2275,"[[1, 0, 0], [0, 1, 1], [1, 0, 0]]",0,"[-8, 7, -5, 3, -5, 6, -4, 7, -9]",-1,-8,7,-5,3,-5,6,-4,7,-9
2276,"[[0, 0, 1], [1, 0, 1], [-1, -1, 0]]",0,"[-4, 7, -9, 5, -3, 5, -6, 0, 0]",0,-4,7,-9,5,-3,5,-6,0,0
2277,"[[1, 0, 1], [0, 1, 0], [1, 1, 0]]",1,"[7, -7, 8, -5, 6, -9, 3, -4, 5]",1,7,-7,8,-5,6,-9,3,-4,5
2278,"[[-1, 1, 0], [0, 1, 1], [0, 1, 0]]",0,"[-7, 6, -9, 7, -5, 4, -5, 8, 0]",1,-7,6,-9,7,-5,4,-5,8,0
2279,"[[1, 1, 1], [0, 1, 0], [1, 0, 0]]",1,"[7, -5, 3, -8, 4, -7, 6, -9, 5]",1,7,-5,3,-8,4,-7,6,-9,5
2280,"[[1, 1, 0], [0, 1, 1], [0, 1, 0]]",1,"[4, -5, 3, -7, 7, -5, 8, -9, 6]",1,4,-5,3,-7,7,-5,8,-9,6
2281,"[[-1, 1, 1], [0, 0, 0], [1, 0, 1]]",1,"[4, -7, 5, -8, 9, -6, 7, -5, 0]",0,4,-7,5,-8,9,-6,7,-5,0
2282,"[[1, -1, -1], [1, -1, 0], [1, 0, -1]]",1,"[7, -8, 5, -7, 3, 0, 0, 0, 0]",1,7,-8,5,-7,3,0,0,0,0
2283,"[[1, 0, 1], [0, 1, 1], [0, 0, 0]]",0,"[-5, 5, -9, 3, -8, 6, -4, 7, -7]",0,-5,5,-9,3,-8,6,-4,7,-7
2284,"[[0, 1, 0], [1, 0, 0], [1, 0, 1]]",0,"[-3, 5, -6, 9, -8, 7, -7, 4, -5]",-1,-3,5,-6,9,-8,7,-7,4,-5
2285,"[[0, 1, 0], [0, 1, 0], [1, 0, 1]]",0,"[-8, 6, -5, 4, -7, 9, -3, 7, -5]",-1,-8,6,-5,4,-7,9,-3,7,-5
2286,"[[1, 0, 1], [0, 1, 1], [0, 0, 0]]",0,"[-4, 7, -5, 3, -7, 5, -9, 6, -8]",0,-4,7,-5,3,-7,5,-9,6,-8
2287,"[[0, 1, 1], [0, 1, -1], [0, 0, -1]]",0,"[-8, 4, -7, 6, -5, 5, -3, 0, 0]",0,-8,4,-7,6,-5,5,-3,0,0
2288,"[[0, 1, 0], [0, 1, 1], [-1, 1, 0]]",0,"[-3, 4, -5, 6, -9, 7, -5, 8, 0]",1,-3,4,-5,6,-9,7,-5,8,0
2289,"[[0, 0, 1], [1, 1, 0], [0, 1, 1]]",1,"[8, -3, 5, -7, 6, -7, 9, -4, 5]",-1,8,-3,5,-7,6,-7,9,-4,5
2290,"[[0, 0, 0], [1, 0, 1], [1, -1, 1]]",1,"[7, -6, 9, -3, 5, -5, 7, -4, 0]",0,7,-6,9,-3,5,-5,7,-4,0
2291,"[[1, 0, -1], [1, 0, 1], [0, 0, 1]]",1,"[5, -6, 9, -4, 3, -7, 7, -8, 0]",0,5,-6,9,-4,3,-7,7,-8,0
2292,"[[-1, 1, 0], [1, 0, 1], [0, 0, -1]]",0,"[-6, 7, -5, 4, -8, 5, -7, 0, 0]",0,-6,7,-5,4,-8,5,-7,0,0
2293,"[[1, 0, 1], [1, 0, -1], [-1, 0, -1]]",1,"[5, -8, 5, -6, 3, -4, 0, 0, 0]",0,5,-8,5,-6,3,-4,0,0,0
2294,"[[1, 1, 1], [1, 0, 0], [0, 0, 1]]",1,"[9, -7, 4, -8, 5, -6, 5, -7, 3]",1,9,-7,4,-8,5,-6,5,-7,3
2295,"[[-1, 1, 1], [0, 0, 0], [-1, 0, 1]]",0,"[-5, 9, -7, 4, -8, 5, -6, 0, 0]",0,-5,9,-7,4,-8,5,-6,0,0
2296,"[[0, 1, 0], [0, 1, 1], [1, 0, 0]]",0,"[-3, 7, -5, 6, -5, 4, -8, 7, -9]",-1,-3,7,-5,6,-5,4,-8,7,-9
2297,"[[0, 1, 1], [0, 0, 1], [0, 1, -1]]",1,"[5, -6, 7, -3, 8, -7, 4, -5, 0]",0,5,-6,7,-3,8,-7,4,-5,0
2298,"[[0, 1, 1], [0, 0, 0], [0, 1, 1]]",0,"[-7, 4, -6, 9, -7, 8, -3, 5, -5]",0,-7,4,-6,9,-7,8,-3,5,-5
2299,"[[1, 1, 0], [0, 0, 1], [1, 1, 0]]",1,"[4, -5, 7, -9, 7, -5, 3, -6, 8]",-1,4,-5,7,-9,7,-5,3,-6,8
2300,"[[0, 0, 0], [-1, -1, -1], [1, 1, -1]]",0,"[-3, 8, -4, 7, -5, 0, 0, 0, 0]",0,-3,8,-4,7,-5,0,0,0,0
2301,"[[-1, 0, 0], [1, 0, 1], [0, 1, 1]]",1,"[9, -7, 8, -4, 7, -6, 5, -5, 0]",0,9,-7,8,-4,7,-6,5,-5,0
2302,"[[0, -1, 0], [0, 1, -1], [0, 1, 1]]",0,"[-7, 8, -5, 6, -5, 9, -3, 0, 0]",0,-7,8,-5,6,-5,9,-3,0,0
2303,"[[1, 0, 1], [0, 0, -1], [-1, 0, 1]]",0,"[-5, 5, -6, 9, -4, 3, -8, 0, 0]",0,-5,5,-6,9,-4,3,-8,0,0
2304,"[[0, -1, -1], [-1, 0, 1], [1, -1, 0]]",0,"[-6, 7, -9, 7, -3, 0, 0, 0, 0]",0,-6,7,-9,7,-3,0,0,0,0
2305,"[[1, 0, -1], [0, 1, 1], [0, 0, 1]]",0,"[-5, 3, -8, 6, -7, 7, -4, 9, 0]",1,-5,3,-8,6,-7,7,-4,9,0
2306,"[[0, 0, 1], [1, 0, 1], [-1, 1, 0]]",1,"[7, -9, 8, -4, 5, -3, 5, -6, 0]",0,7,-9,8,-4,5,-3,5,-6,0
2307,"[[1, 0, 1], [1, 1, 0], [0, 1, 0]]",1,"[5, -7, 3, -7, 5, -9, 8, -4, 6]",-1,5,-7,3,-7,5,-9,8,-4,6
2308,"[[1, 0, 0], [1, 1, -1], [1, 0, 0]]",0,"[-9, 5, -5, 7, -8, 6, -4, 3, 0]",1,-9,5,-5,7,-8,6,-4,3,0
2309,"[[1, 0, 1], [0, 1, 1], [0, 0, 0]]",0,"[-5, 3, -4, 6, -8, 7, -7, 5, -9]",0,-5,3,-4,6,-8,7,-7,5,-9
2310,"[[1, -1, 1], [0, 0, 0], [1, -1, 0]]",0,"[-5, 5, -9, 7, -7, 3, -6, 0, 0]",0,-5,5,-9,7,-7,3,-6,0,0
2311,"[[0, 0, 1], [1, 1, -1], [1, 0, 0]]",0,"[-4, 5, -3, 7, -8, 5, -9, 6, 0]",1,-4,5,-3,7,-8,5,-9,6,0
2312,"[[1, 1, -1], [1, -1, 0], [0, 0, 0]]",0,"[-9, 3, -8, 5, -7, 4, -7, 0, 0]",0,-9,3,-8,5,-7,4,-7,0,0
2313,"[[0, 0, 0], [-1, 1, -1], [-1, -1, 1]]",0,"[-4, 6, -5, 9, -3, 0, 0, 0, 0]",0,-4,6,-5,9,-3,0,0,0,0
2314,"[[1, 1, -1], [1, 0, -1], [1, 0, 0]]",1,"[4, -8, 7, -9, 3, -6, 5, 0, 0]",1,4,-8,7,-9,3,-6,5,0,0
2315,"[[1, 0, 1], [0, 0, 0], [1, -1, 1]]",1,"[9, -7, 7, -4, 5, -5, 3, -6, 0]",0,9,-7,7,-4,5,-5,3,-6,0
2316,"[[1, 0, 1], [1, 0, 1], [0, 0, 0]]",0,"[-6, 5, -4, 3, -9, 5, -7, 7, -8]",0,-6,5,-4,3,-9,5,-7,7,-8
2317,"[[1, 0, -1], [0, -1, 0], [1, 1, 1]]",1,"[8, -4, 9, -7, 3, -5, 7, 0, 0]",1,8,-4,9,-7,3,-5,7,0,0
2318,"[[0, -1, 1], [1, 0, 1], [0, 0, 1]]",0,"[-3, 5, -7, 9, -6, 7, -8, 5, 0]",1,-3,5,-7,9,-6,7,-8,5,0
2319,"[[1, -1, 0], [1, 0, -1], [1, -1, 0]]",0,"[-6, 3, -9, 7, -5, 5, 0, 0, 0]",1,-6,3,-9,7,-5,5,0,0,0
2320,"[[1, 0, 0], [1, 0, 0], [0, 1, 1]]",0,"[-7, 9, -6, 5, -7, 8, -4, 3, -5]",0,-7,9,-6,5,-7,8,-4,3,-5
2321,"[[1, 0, 1], [1, 1, -1], [0, 0, 0]]",1,"[5, -7, 3, -4, 5, -9, 6, -8, 0]",0,5,-7,3,-4,5,-9,6,-8,0
2322,"[[0, 1, 0], [0, 1, 0], [1, 0, 1]]",0,"[-5, 4, -8, 6, -5, 7, -3, 9, -7]",-1,-5,4,-8,6,-5,7,-3,9,-7
2323,"[[0, 0, 1], [1, 0, 1], [1, 0, -1]]",1,"[7, -6, 5, -3, 5, -8, 7, -4, 0]",0,7,-6,5,-3,5,-8,7,-4,0
2324,"[[1, -1, 0], [-1, 0, 0], [0, 1, 1]]",0,"[-7, 9, -7, 3, -6, 8, -5, 0, 0]",0,-7,9,-7,3,-6,8,-5,0,0
2325,"[[1, 1, 0], [0, 1, 0], [-1, -1, 0]]",0,"[-9, 4, -5, 6, -5, 3, -7, 0, 0]",0,-9,4,-5,6,-5,3,-7,0,0
2326,"[[0, 0, 0], [-1, 1, 1], [1, 1, 0]]",1,"[6, -9, 8, -4, 7, -5, 7, -3, 0]",0,6,-9,8,-4,7,-5,7,-3,0
2327,"[[1, 1, 0], [0, 1, 1], [0, 0, 1]]",1,"[9, -7, 4, -8, 7, -5, 6, -5, 3]",1,9,-7,4,-8,7,-5,6,-5,3
2328,"[[0, 1, 1], [0, 0, -1], [1, 1, 0]]",1,"[4, -3, 5, -5, 8, -9, 7, -6, 0]",0,4,-3,5,-5,8,-9,7,-6,0
2329,"[[0, 1, 1], [0, 0, 1], [1, 0, 0]]",0,"[-9, 4, -8, 7, -5, 7, -6, 5, -3]",0,-9,4,-8,7,-5,7,-6,5,-3
2330,"[[1, 1, 0], [1, 0, -1], [0, 0, -1]]",0,"[-8, 4, -5, 3, -7, 5, -6, 0, 0]",0,-8,4,-5,3,-7,5,-6,0,0
2331,"[[0, 0, 0], [-1, 1, -1], [1, -1, -1]]",0,"[-4, 6, -5, 7, -3, 0, 0, 0, 0]",0,-4,6,-5,7,-3,0,0,0,0
2332,"[[0, 0, -1], [-1, 1, 0], [1, 1, 1]]",1,"[7, -4, 8, -7, 6, -3, 9, 0, 0]",1,7,-4,8,-7,6,-3,9,0,0
2333,"[[-1, -1, 1], [0, 0, 0], [-1, 1, -1]]",0,"[-6, 8, -7, 5, -5, 0, 0, 0, 0]",0,-6,8,-7,5,-5,0,0,0,0
2334,"[[0, 0, 0], [1, 1, -1], [-1, 1, -1]]",1,"[6, -4, 5, -3, 8, -5, 0, 0, 0]",0,6,-4,5,-3,8,-5,0,0,0
2335,"[[0, 1, -1], [1, 0, -1], [-1, -1, 0]]",0,"[-3, 5, -9, 4, -6, 0, 0, 0, 0]",0,-3,5,-9,4,-6,0,0,0,0
2336,"[[0, 1, 0], [1, 0, 1], [0, -1, 1]]",1,"[9, -3, 4, -7, 7, -6, 5, -5, 0]",0,9,-3,4,-7,7,-6,5,-5,0
2337,"[[-1, 0, 1], [1, 0, 1], [0, 0, -1]]",0,"[-8, 7, -7, 5, -6, 5, -4, 0, 0]",0,-8,7,-7,5,-6,5,-4,0,0
2338,"[[1, 0, 0], [1, 1, -1], [1, 0, 0]]",0,"[-4, 6, -5, 5, -9, 3, -8, 7, 0]",1,-4,6,-5,5,-9,3,-8,7,0
2339,"[[0, 1, 0], [0, 0, 1], [1, 0, 1]]",0,"[-6, 4, -8, 9, -5, 7, -5, 7, -3]",-1,-6,4,-8,9,-5,7,-5,7,-3
2340,"[[1, 1, 1], [-1, 1, 0], [0, 0, -1]]",1,"[3, -7, 6, -7, 5, -8, 4, 0, 0]",1,3,-7,6,-7,5,-8,4,0,0
2341,"[[0, 1, 1], [1, 1, 0], [0, 0, 1]]",1,"[5, -8, 5, -7, 6, -3, 9, -7, 4]",-1,5,-8,5,-7,6,-3,9,-7,4
2342,"[[1, 0, 0], [1, 1, 0], [0, 1, 1]]",1,"[6, -4, 5, -5, 3, -7, 8, -7, 9]",1,6,-4,5,-5,3,-7,8,-7,9
2343,"[[0, 1, 0], [0, 0, 1], [1, 0, 1]]",0,"[-3, 9, -5, 7, -6, 7, -5, 4, -8]",-1,-3,9,-5,7,-6,7,-5,4,-8
2344,"[[0, 0, 1], [1, 1, 0], [1, 1, 0]]",1,"[5, -4, 5, -3, 8, -9, 6, -7, 7]",1,5,-4,5,-3,8,-9,6,-7,7
2345,"[[0, 1, 0], [1, 1, 0], [1, 0, 1]]",1,"[5, -3, 4, -7, 7, -8, 9, -5, 6]",-1,5,-3,4,-7,7,-8,9,-5,6
2346,"[[-1, 0, 1], [0, 1, 1], [1, 0, 0]]",0,"[-5, 5, -8, 6, -4, 7, -9, 7, 0]",1,-5,5,-8,6,-4,7,-9,7,0
2347,"[[-1, 0, 1], [1, -1, 1], [0, 0, 1]]",1,"[9, -7, 5, -8, 5, -4, 7, 0, 0]",1,9,-7,5,-8,5,-4,7,0,0
2348,"[[1, 1, -1], [0, 0, 0], [1, 1, 0]]",1,"[3, -6, 8, -7, 7, -9, 4, -5, 0]",0,3,-6,8,-7,7,-9,4,-5,0
2349,"[[0, 0, 1], [1, 1, 0], [0, 0, 1]]",0,"[-4, 6, -7, 9, -3, 5, -8, 5, -7]",-1,-4,6,-7,9,-3,5,-8,5,-7
2350,"[[1, 0, 0], [-1, -1, 0], [1, 1, 1]]",1,"[9, -7, 8, -5, 3, -4, 7, 0, 0]",1,9,-7,8,-5,3,-4,7,0,0
2351,"[[-1, 1, 1], [0, 0, 0], [0, -1, 1]]",0,"[-7, 4, -5, 9, -7, 5, -6, 0, 0]",0,-7,4,-5,9,-7,5,-6,0,0
2352,"[[0, 1, 0], [0, 1, 0], [1, 0, 1]]",0,"[-5, 4, -3, 9, -5, 6, -8, 7, -7]",-1,-5,4,-3,9,-5,6,-8,7,-7
2353,"[[1, 1, 0], [0, 1, 1], [0, 0, 0]]",0,"[-5, 7, -7, 3, -5, 4, -8, 6, -9]",0,-5,7,-7,3,-5,4,-8,6,-9
2354,"[[1, 0, 0], [1, 1, 0], [0, 1, 1]]",1,"[6, -7, 8, -7, 9, -4, 5, -5, 3]",1,6,-7,8,-7,9,-4,5,-5,3
2355,"[[1, -1, 0], [1, -1, 0], [0, 1, 0]]",0,"[-7, 5, -9, 3, -5, 8, -7, 0, 0]",0,-7,5,-9,3,-5,8,-7,0,0
2356,"[[0, 0, 1], [1, 0, -1], [-1, 0, 1]]",0,"[-3, 5, -4, 5, -6, 9, -8, 0, 0]",0,-3,5,-4,5,-6,9,-8,0,0
2357,"[[1, 1, 1], [0, -1, 0], [0, 1, 0]]",0,"[-7, 5, -5, 8, -7, 4, -9, 3, 0]",1,-7,5,-5,8,-7,4,-9,3,0
2358,"[[0, 0, 1], [0, -1, -1], [0, 1, 1]]",0,"[-4, 8, -3, 5, -7, 9, -5, 0, 0]",0,-4,8,-3,5,-7,9,-5,0,0
2359,"[[1, 0, 0], [1, 0, 0], [1, 1, 1]]",1,"[9, -5, 3, -7, 8, -6, 5, -4, 7]",1,9,-5,3,-7,8,-6,5,-4,7
2360,"[[-1, 0, 1], [0, 1, 1], [1, -1, 0]]",1,"[6, -5, 5, -9, 7, -4, 7, 0, 0]",1,6,-5,5,-9,7,-4,7,0,0
2361,"[[0, 0, 0], [-1, 1, -1], [1, -1, -1]]",0,"[-4, 6, -5, 7, -3, 0, 0, 0, 0]",0,-4,6,-5,7,-3,0,0,0,0
2362,"[[1, 0, 1], [1, 1, 0], [0, 1, 0]]",1,"[8, -9, 5, -7, 5, -4, 6, -7, 3]",-1,8,-9,5,-7,5,-4,6,-7,3
2363,"[[0, 0, 1], [1, 1, 0], [1, -1, 0]]",0,"[-4, 6, -9, 7, -3, 5, -7, 5, 0]",1,-4,6,-9,7,-3,5,-7,5,0
2364,"[[0, 0, 0], [-1, 0, 1], [1, 1, -1]]",0,"[-5, 7, -6, 7, -3, 8, -4, 0, 0]",0,-5,7,-6,7,-3,8,-4,0,0
2365,"[[0, 1, 0], [1, 0, 1], [1, 0, 1]]",1,"[5, -3, 9, -8, 4, -5, 7, -6, 7]",-1,5,-3,9,-8,4,-5,7,-6,7
2366,"[[1, 0, 1], [0, 0, 1], [0, 1, 0]]",0,"[-4, 5, -7, 7, -6, 8, -9, 3, -5]",-1,-4,5,-7,7,-6,8,-9,3,-5
2367,"[[0, 1, 1], [-1, 0, 0], [1, 1, 0]]",1,"[8, -9, 7, -3, 5, -7, 4, -6, 0]",0,8,-9,7,-3,5,-7,4,-6,0
2368,"[[1, 1, 0], [0, 0, 0], [-1, -1, 1]]",0,"[-5, 4, -5, 9, -7, 3, -6, 0, 0]",0,-5,4,-5,9,-7,3,-6,0,0
2369,"[[0, 1, 0], [0, 1, 1], [1, 0, 0]]",0,"[-5, 7, -5, 6, -8, 4, -3, 7, -9]",-1,-5,7,-5,6,-8,4,-3,7,-9
2370,"[[1, 1, 0], [1, -1, -1], [1, 0, 0]]",1,"[3, -5, 7, -9, 4, -8, 5, 0, 0]",1,3,-5,7,-9,4,-8,5,0,0
2371,"[[1, 0, 1], [0, 0, 1], [0, 1, 0]]",0,"[-7, 8, -4, 3, -5, 7, -6, 5, -9]",-1,-7,8,-4,3,-5,7,-6,5,-9
2372,"[[1, 1, 1], [1, 0, 0], [0, 0, -1]]",0,"[-6, 5, -7, 3, -7, 4, -8, 5, 0]",1,-6,5,-7,3,-7,4,-8,5,0
2373,"[[0, 0, 1], [1, 1, -1], [1, 0, 0]]",0,"[-8, 5, -3, 6, -9, 5, -4, 7, 0]",1,-8,5,-3,6,-9,5,-4,7,0
2374,"[[0, 0, 1], [1, 0, 1], [0, 1, 0]]",0,"[-3, 5, -9, 5, -7, 7, -4, 8, -6]",0,-3,5,-9,5,-7,7,-4,8,-6
2375,"[[1, 0, 0], [0, 1, -1], [1, -1, 1]]",1,"[9, -4, 3, -5, 7, -5, 6, 0, 0]",1,9,-4,3,-5,7,-5,6,0,0
2376,"[[0, 1, 0], [1, 0, 0], [1, 0, 1]]",0,"[-8, 4, -6, 9, -7, 5, -3, 7, -5]",-1,-8,4,-6,9,-7,5,-3,7,-5
2377,"[[1, 1, 0], [1, 0, 1], [1, 0, 0]]",1,"[4, -8, 7, -6, 3, -9, 5, -5, 7]",1,4,-8,7,-6,3,-9,5,-5,7
2378,"[[0, 1, -1], [-1, 1, 0], [0, 1, -1]]",0,"[-7, 6, -7, 4, -3, 8, 0, 0, 0]",1,-7,6,-7,4,-3,8,0,0,0
2379,"[[0, 0, 0], [1, 1, 0], [0, 1, 1]]",0,"[-7, 6, -4, 5, -7, 8, -5, 9, -3]",0,-7,6,-4,5,-7,8,-5,9,-3
2380,"[[0, -1, -1], [0, 1, 1], [0, -1, 1]]",1,"[7, -3, 9, -7, 6, -5, 0, 0, 0]",0,7,-3,9,-7,6,-5,0,0,0
2381,"[[1, 0, 1], [0, 0, 1], [0, 1, 0]]",0,"[-7, 8, -4, 7, -5, 3, -9, 5, -6]",-1,-7,8,-4,7,-5,3,-9,5,-6
2382,"[[-1, 0, 0], [1, 1, 1], [0, 1, 0]]",0,"[-5, 8, -7, 5, -4, 6, -9, 7, 0]",1,-5,8,-7,5,-4,6,-9,7,0
2383,"[[-1, -1, 1], [-1, 0, 1], [0, 0, 1]]",0,"[-7, 9, -8, 7, -6, 5, 0, 0, 0]",1,-7,9,-8,7,-6,5,0,0,0
2384,"[[-1, -1, -1], [1, 1, -1], [0, 0, 0]]",0,"[-9, 5, -7, 6, -8, 0, 0, 0, 0]",0,-9,5,-7,6,-8,0,0,0,0
2385,"[[1, 0, 1], [0, 0, 0], [1, 1, -1]]",1,"[3, -5, 5, -4, 8, -6, 7, -7, 0]",0,3,-5,5,-4,8,-6,7,-7,0
2386,"[[0, 1, -1], [1, 1, 0], [0, 1, 0]]",0,"[-3, 4, -9, 8, -7, 5, -7, 6, 0]",1,-3,4,-9,8,-7,5,-7,6,0
2387,"[[0, 1, 0], [1, 1, 1], [0, 0, -1]]",0,"[-7, 7, -3, 6, -5, 4, -8, 5, 0]",1,-7,7,-3,6,-5,4,-8,5,0
2388,"[[-1, 0, 0], [1, 0, 1], [0, 1, 1]]",1,"[5, -4, 8, -7, 9, -5, 7, -6, 0]",0,5,-4,8,-7,9,-5,7,-6,0
2389,"[[1, 0, -1], [-1, 1, 0], [-1, -1, 1]]",1,"[3, -7, 9, -4, 6, 0, 0, 0, 0]",1,3,-7,9,-4,6,0,0,0,0
2390,"[[1, 0, 1], [1, 0, -1], [-1, 0, -1]]",1,"[5, -8, 3, -4, 5, -6, 0, 0, 0]",0,5,-8,3,-4,5,-6,0,0,0
2391,"[[0, 0, -1], [1, 0, 1], [-1, 1, 0]]",0,"[-3, 5, -4, 7, -6, 8, -9, 0, 0]",0,-3,5,-4,7,-6,8,-9,0,0
2392,"[[1, 1, -1], [0, 1, 0], [0, 1, 0]]",0,"[-9, 6, -7, 8, -7, 3, -5, 4, 0]",1,-9,6,-7,8,-7,3,-5,4,0
2393,"[[1, 1, 1], [1, 0, 0], [1, 0, 0]]",1,"[5, -9, 7, -8, 4, -7, 5, -6, 3]",1,5,-9,7,-8,4,-7,5,-6,3
2394,"[[-1, -1, 0], [1, -1, 0], [1, -1, 0]]",0,"[-5, 5, -9, 7, -7, 0, 0, 0, 0]",0,-5,5,-9,7,-7,0,0,0,0
2395,"[[0, 0, 1], [0, 1, 0], [0, 1, 1]]",0,"[-7, 5, -4, 6, -7, 8, -3, 9, -5]",0,-7,5,-4,6,-7,8,-3,9,-5
2396,"[[1, 0, 1], [0, 0, 0], [1, 1, 0]]",0,"[-4, 3, -7, 7, -9, 8, -5, 5, -6]",0,-4,3,-7,7,-9,8,-5,5,-6
2397,"[[-1, 0, 0], [1, 1, 1], [0, 0, 1]]",0,"[-5, 9, -4, 6, -8, 5, -7, 7, 0]",1,-5,9,-4,6,-8,5,-7,7,0
2398,"[[1, 0, -1], [-1, 1, 0], [-1, -1, 1]]",1,"[9, -4, 3, -7, 6, 0, 0, 0, 0]",1,9,-4,3,-7,6,0,0,0,0
2399,"[[1, 1, 1], [0, -1, 0], [1, 0, -1]]",1,"[4, -7, 7, -5, 3, -8, 5, 0, 0]",1,4,-7,7,-5,3,-8,5,0,0
2400,"[[0, 1, 1], [1, -1, -1], [0, 0, 0]]",0,"[-3, 5, -9, 5, -7, 4, -8, 0, 0]",0,-3,5,-9,5,-7,4,-8,0,0
2401,"[[0, 1, 0], [1, 1, 0], [1, 0, 0]]",0,"[-5, 7, -7, 6, -8, 4, -3, 5, -9]",0,-5,7,-7,6,-8,4,-3,5,-9
2402,"[[1, -1, 0], [0, 0, 1], [0, 1, -1]]",0,"[-5, 7, -5, 3, -6, 8, -7, 0, 0]",0,-5,7,-5,3,-6,8,-7,0,0
2403,"[[1, 1, 1], [0, 1, 0], [0, -1, 0]]",0,"[-7, 3, -9, 5, -5, 6, -7, 4, 0]",1,-7,3,-9,5,-5,6,-7,4,0
2404,"[[1, 0, 1], [0, 0, 0], [-1, -1, 1]]",0,"[-4, 9, -7, 3, -5, 5, -6, 0, 0]",0,-4,9,-7,3,-5,5,-6,0,0
