,board,first_player,move_history,winner,1,2,3,4,5,6,7,8,9
156,"[[1, 0, 1], [0, 1, 0], [1, 1, 0]]",1,"[7, -7, 3, -9, 5, -5, 8, -4, 6]",1,7,-7,3,-9,5,-5,8,-4,6
157,"[[-1, 0, 0], [1, 0, -1], [0, 1, 1]]",0,"[-6, 8, -7, 5, -4, 9, -5, 0, 0]",0,-6,8,-7,5,-4,9,-5,0,0
158,"[[0, 0, 1], [1, 1, 1], [0, 0, 1]]",1,"[9, -4, 6, -8, 5, -7, 5, -3, 7]",1,9,-4,6,-8,5,-7,5,-3,7
159,"[[1, 0, 1], [0, 0, 1], [0, 1, 0]]",0,"[-6, 7, -9, 3, -5, 8, -4, 5, -7]",-1,-6,7,-9,3,-5,8,-4,5,-7
160,"[[1, 1, 0], [0, 1, -1], [0, 0, 1]]",0,"[-7, 4, -5, 6, -5, 9, -8, 3, 0]",1,-7,4,-5,6,-5,9,-8,3,0
161,"[[1, 1, 0], [-1, -1, 0], [-1, -1, 0]]",0,"[-5, 3, -7, 4, -9, 0, 0, 0, 0]",0,-5,3,-7,4,-9,0,0,0,0
162,"[[1, 0, -1], [-1, 1, 0], [1, 0, 1]]",1,"[6, -8, 7, -7, 3, -4, 9, 0, 0]",1,6,-8,7,-7,3,-4,9,0,0
163,"[[1, 1, 0], [0, 1, -1], [-1, 0, 1]]",1,"[3, -5, 4, -5, 6, -8, 9, 0, 0]",1,3,-5,4,-5,6,-8,9,0,0
164,"[[1, 1, 0], [1, 0, 1], [1, 0, 0]]",1,"[4, -8, 7, -9, 7, -6, 3, -5, 5]",1,4,-8,7,-9,7,-6,3,-5,5
165,"[[1, 0, 1], [-1, 0, 0], [1, 0, 1]]",1,"[3, -6, 9, -4, 7, -7, 5, -8, 0]",0,3,-6,9,-4,7,-7,5,-8,0
166,"[[1, 0, 1], [-1, 0, -1], [1, 0, -1]]",1,"[5, -6, 3, -4, 7, -8, 0, 0, 0]",0,5,-6,3,-4,7,-8,0,0,0
167,"[[-1, 1, 0], [1, -1, 0], [-1, -1, 0]]",0,"[-7, 4, -5, 5, -9, 0, 0, 0, 0]",0,-7,4,-5,5,-9,0,0,0,0
168,"[[0, -1, 1], [-1, 1, 0], [1, -1, 0]]",0,"[-3, 7, -7, 6, -9, 5, 0, 0, 0]",1,-3,7,-7,6,-9,5,0,0,0
169,"[[0, 1, 0], [0, 1, 1], [1, 1, 0]]",1,"[7, -5, 7, -5, 4, -9, 8, -3, 6]",1,7,-5,7,-5,4,-9,8,-3,6
170,"[[0, 1, 1], [0, -1, 1], [-1, 0, 1]]",1,"[7, -8, 9, -5, 4, -3, 5, 0, 0]",1,7,-8,9,-5,4,-3,5,0,0
171,"[[1, 1, 1], [1, 0, 0], [1, 0, 0]]",1,"[5, -9, 5, -7, 4, -8, 7, -6, 3]",1,5,-9,5,-7,4,-8,7,-6,3
172,"[[-1, 0, 1], [0, -1, 1], [0, 1, 1]]",1,"[7, -5, 5, -7, 8, -4, 9, 0, 0]",1,7,-5,5,-7,8,-4,9,0,0
173,"[[0, 0, 1], [1, 1, 0], [1, 1, 0]]",1,"[5, -7, 8, -3, 6, -4, 5, -9, 7]",1,5,-7,8,-3,6,-4,5,-9,7
174,"[[1, 1, 0], [0, 0, 0], [1, 0, 1]]",0,"[-8, 3, -6, 9, -5, 4, -5, 7, -7]",0,-8,3,-6,9,-5,4,-5,7,-7
175,"[[0, 1, 1], [0, 0, 1], [-1, 1, 0]]",1,"[7, -6, 8, -3, 5, -5, 4, -9, 0]",0,7,-6,8,-3,5,-5,4,-9,0
176,"[[0, 0, 1], [0, 1, 1], [-1, 0, 1]]",0,"[-3, 6, -5, 9, -8, 7, -4, 5, 0]",1,-3,6,-5,9,-8,7,-4,5,0
177,"[[1, 0, 1], [1, 0, 0], [-1, 0, 1]]",1,"[5, -4, 3, -6, 9, -7, 5, -8, 0]",0,5,-4,3,-6,9,-7,5,-8,0
178,"[[0, 0, 0], [1, 1, 0], [1, 1, 0]]",0,"[-7, 6, -3, 7, -4, 8, -9, 5, -5]",0,-7,6,-3,7,-4,8,-9,5,-5
179,"[[1, 0, 0], [1, 1, 0], [0, 1, 0]]",0,"[-7, 8, -9, 5, -7, 3, -4, 6, -5]",0,-7,8,-9,5,-7,3,-4,6,-5
180,"[[0, 0, 1], [1, 0, 1], [0, 1, 1]]",1,"[9, -4, 8, -6, 7, -7, 5, -3, 5]",1,9,-4,8,-6,7,-7,5,-3,5
181,"[[0, -1, -1], [0, 1, -1], [0, -1, 1]]",0,"[-5, 6, -7, 9, -3, 0, 0, 0, 0]",0,-5,6,-7,9,-3,0,0,0,0
182,"[[1, 0, 0], [0, 0, 1], [1, 1, 0]]",0,"[-5, 8, -5, 7, -4, 7, -6, 3, -9]",-1,-5,8,-5,7,-4,7,-6,3,-9
183,"[[1, 1, 0], [1, 0, 0], [0, 1, 0]]",0,"[-6, 4, -7, 3, -7, 8, -9, 5, -5]",0,-6,4,-7,3,-7,8,-9,5,-5
184,"[[0, 1, 1], [1, 1, 0], [0, 1, 0]]",1,"[8, -3, 5, -9, 6, -7, 5, -7, 4]",1,8,-3,5,-9,6,-7,5,-7,4
185,"[[1, 0, 1], [1, 0, 0], [-1, 0, 1]]",1,"[5, -7, 5, -4, 9, -6, 3, -8, 0]",0,5,-7,5,-4,9,-6,3,-8,0
186,"[[1, 0, 1], [1, -1, 0], [1, -1, 0]]",1,"[5, -9, 5, -7, 3, -4, 7, 0, 0]",1,5,-9,5,-7,3,-4,7,0,0
187,"[[0, 0, 1], [0, 0, 1], [1, -1, 1]]",0,"[-3, 7, -6, 7, -4, 5, -5, 9, 0]",1,-3,7,-6,7,-4,5,-5,9,0
188,"[[0, 0, 0], [1, 1, 0], [-1, -1, 1]]",0,"[-7, 5, -4, 9, -5, 6, -3, 0, 0]",0,-7,5,-4,9,-5,6,-3,0,0
189,"[[0, 1, 1], [1, 0, 0], [0, 1, 1]]",1,"[8, -3, 5, -7, 4, -7, 5, -6, 9]",-1,8,-3,5,-7,4,-7,5,-6,9
190,"[[0, -1, 0], [1, 0, 1], [0, 1, -1]]",0,"[-6, 7, -3, 8, -5, 5, -7, 0, 0]",0,-6,7,-3,8,-5,5,-7,0,0
191,"[[0, 0, 1], [1, 1, 0], [0, 1, 1]]",1,"[6, -4, 9, -3, 5, -7, 5, -7, 8]",-1,6,-4,9,-3,5,-7,5,-7,8
192,"[[1, 0, 1], [0, 1, 1], [1, 0, 0]]",1,"[5, -8, 7, -4, 7, -5, 3, -9, 6]",1,5,-8,7,-4,7,-5,3,-9,6
193,"[[1, 0, 1], [0, 0, 1], [0, 1, 0]]",0,"[-6, 5, -7, 7, -5, 3, -4, 8, -9]",-1,-6,5,-7,7,-5,3,-4,8,-9
194,"[[0, -1, 0], [1, 0, 1], [0, 1, 1]]",1,"[9, -7, 5, -6, 7, -3, 8, -5, 0]",0,9,-7,5,-6,7,-3,8,-5,0
195,"[[0, 0, 1], [1, 1, 0], [0, 1, 1]]",1,"[5, -3, 9, -7, 5, -7, 6, -4, 8]",-1,5,-3,9,-7,5,-7,6,-4,8
196,"[[0, 1, 1], [0, 1, 1], [0, 0, 0]]",0,"[-9, 7, -3, 6, -5, 5, -8, 4, -7]",0,-9,7,-3,6,-5,5,-8,4,-7
197,"[[0, 1, 1], [0, 1, -1], [1, 0, 0]]",0,"[-9, 4, -5, 6, -8, 7, -3, 5, 0]",1,-9,4,-5,6,-8,7,-3,5,0
198,"[[0, 1, 0], [1, 0, 1], [0, 0, 1]]",0,"[-3, 9, -6, 7, -8, 4, -7, 5, -5]",0,-3,9,-6,7,-8,4,-7,5,-5
199,"[[0, 1, -1], [0, 1, 0], [-1, 1, -1]]",0,"[-5, 8, -7, 4, -3, 6, 0, 0, 0]",1,-5,8,-7,4,-3,6,0,0,0
200,"[[1, 1, 0], [0, 0, 1], [1, 0, 1]]",1,"[9, -5, 4, -6, 3, -5, 7, -8, 7]",-1,9,-5,4,-6,3,-5,7,-8,7
201,"[[-1, 0, -1], [1, 1, 1], [-1, -1, 0]]",1,"[5, -9, 7, -4, 6, 0, 0, 0, 0]",1,5,-9,7,-4,6,0,0,0,0
202,"[[0, 0, 1], [1, 0, -1], [1, 0, 1]]",1,"[7, -4, 5, -3, 9, -8, 5, -6, 0]",0,7,-4,5,-3,9,-8,5,-6,0
203,"[[0, 1, 1], [1, 0, 0], [0, 1, 1]]",1,"[8, -7, 4, -6, 5, -7, 9, -3, 5]",-1,8,-7,4,-6,5,-7,9,-3,5
204,"[[-1, 0, -1], [1, 0, -1], [-1, 0, 1]]",0,"[-6, 9, -4, 5, -8, 0, 0, 0, 0]",0,-6,9,-4,5,-8,0,0,0,0
205,"[[0, -1, 1], [0, 0, -1], [1, 1, 0]]",0,"[-9, 5, -3, 7, -5, 8, -6, 0, 0]",0,-9,5,-3,7,-5,8,-6,0,0
206,"[[0, 1, -1], [-1, 1, -1], [0, 1, -1]]",1,"[4, -7, 8, -3, 6, 0, 0, 0, 0]",1,4,-7,8,-3,6,0,0,0,0
207,"[[0, 0, 1], [0, 1, 1], [1, -1, -1]]",1,"[7, -5, 7, -3, 5, -4, 6, 0, 0]",1,7,-5,7,-3,5,-4,6,0,0
208,"[[0, 1, -1], [0, 0, 1], [0, 1, 1]]",1,"[7, -5, 4, -3, 9, -6, 8, -7, 0]",0,7,-5,4,-3,9,-6,8,-7,0
209,"[[0, 0, 1], [1, -1, 1], [0, 0, 1]]",0,"[-4, 5, -7, 9, -8, 5, -3, 7, 0]",1,-4,5,-7,9,-8,5,-3,7,0
210,"[[1, 1, -1], [-1, 1, 0], [0, 0, 0]]",0,"[-7, 3, -7, 6, -8, 4, -9, 0, 0]",0,-7,3,-7,6,-8,4,-9,0,0
211,"[[1, -1, -1], [1, -1, 0], [1, -1, 0]]",1,"[3, -9, 5, -7, 7, 0, 0, 0, 0]",1,3,-9,5,-7,7,0,0,0,0
212,"[[0, 1, 1], [1, 0, 0], [0, 1, 1]]",1,"[8, -3, 4, -6, 5, -7, 5, -7, 9]",-1,8,-3,4,-6,5,-7,5,-7,9
213,"[[1, 0, 0], [1, 1, 0], [0, -1, 1]]",0,"[-7, 6, -4, 3, -7, 5, -5, 9, 0]",1,-7,6,-4,3,-7,5,-5,9,0
214,"[[0, 1, 0], [0, 1, 0], [-1, 1, 1]]",0,"[-7, 4, -5, 9, -3, 8, -5, 6, 0]",1,-7,4,-5,9,-3,8,-5,6,0
215,"[[0, 0, 1], [-1, -1, 1], [1, 0, 1]]",1,"[7, -8, 7, -4, 5, -3, 9, 0, 0]",1,7,-8,7,-4,5,-3,9,0,0
216,"[[0, -1, 1], [-1, 0, -1], [1, 1, 0]]",1,"[7, -6, 5, -9, 8, -3, 0, 0, 0]",0,7,-6,5,-9,8,-3,0,0,0
217,"[[1, -1, 1], [0, 0, 0], [0, -1, 1]]",0,"[-7, 3, -7, 5, -5, 9, -6, 0, 0]",0,-7,3,-7,5,-5,9,-6,0,0
218,"[[1, 0, 0], [1, 0, -1], [0, 1, 1]]",1,"[3, -7, 9, -6, 8, -4, 5, -5, 0]",0,3,-7,9,-6,8,-4,5,-5,0
219,"[[1, 0, 1], [1, 0, 0], [-1, 0, 1]]",1,"[3, -6, 5, -7, 5, -8, 9, -4, 0]",0,3,-6,5,-7,5,-8,9,-4,0
220,"[[-1, 0, 0], [1, 1, 0], [-1, 1, 0]]",0,"[-4, 6, -9, 5, -5, 8, -7, 0, 0]",0,-4,6,-9,5,-5,8,-7,0,0
221,"[[0, 1, 1], [0, 1, -1], [1, 0, -1]]",1,"[7, -3, 5, -8, 4, -5, 6, 0, 0]",1,7,-3,5,-8,4,-5,6,0,0
222,"[[1, -1, -1], [-1, 1, 0], [0, -1, 1]]",1,"[9, -7, 3, -7, 6, 0, 0, 0, 0]",1,9,-7,3,-7,6,0,0,0,0
223,"[[0, -1, -1], [0, -1, -1], [0, 1, 1]]",0,"[-5, 8, -7, 9, -3, 0, 0, 0, 0]",0,-5,8,-7,9,-3,0,0,0,0
224,"[[-1, -1, 0], [-1, 0, 1], [0, 1, 1]]",1,"[9, -7, 8, -5, 7, -6, 0, 0, 0]",0,9,-7,8,-5,7,-6,0,0,0
225,"[[0, 1, 1], [-1, 0, 1], [0, 1, 0]]",1,"[7, -6, 8, -7, 4, -9, 5, -3, 0]",0,7,-6,8,-7,4,-9,5,-3,0
226,"[[0, 1, 1], [1, 0, 1], [0, 0, 1]]",1,"[5, -7, 4, -8, 9, -3, 5, -6, 7]",1,5,-7,4,-8,9,-3,5,-6,7
227,"[[1, -1, 0], [0, 0, -1], [0, 1, 1]]",0,"[-5, 3, -5, 9, -6, 8, -7, 0, 0]",0,-5,3,-5,9,-6,8,-7,0,0
228,"[[1, 0, 1], [0, 0, 1], [0, 1, 0]]",0,"[-4, 3, -7, 7, -6, 5, -5, 8, -9]",-1,-4,3,-7,7,-6,5,-5,8,-9
229,"[[1, 0, 0], [1, 1, 0], [0, 1, 0]]",0,"[-7, 5, -4, 8, -7, 6, -9, 3, -5]",0,-7,5,-4,8,-7,6,-9,3,-5
230,"[[0, -1, 0], [1, 1, 1], [0, 1, 0]]",0,"[-5, 5, -3, 8, -7, 6, -9, 7, 0]",1,-5,5,-3,8,-7,6,-9,7,0
231,"[[1, 0, 0], [0, 0, 1], [0, 1, 1]]",0,"[-5, 8, -6, 7, -4, 9, -5, 3, -7]",0,-5,8,-6,7,-4,9,-5,3,-7
232,"[[0, 0, 1], [1, 1, 0], [1, -1, -1]]",1,"[6, -7, 5, -3, 7, -4, 5, 0, 0]",1,6,-7,5,-3,7,-4,5,0,0
233,"[[0, 1, 0], [-1, 0, 1], [0, 1, -1]]",0,"[-5, 8, -3, 4, -6, 7, -7, 0, 0]",0,-5,8,-3,4,-6,7,-7,0,0
234,"[[0, 1, 0], [1, 1, 0], [0, 0, 1]]",0,"[-7, 5, -5, 4, -8, 6, -3, 9, -7]",-1,-7,5,-5,4,-8,6,-3,9,-7
235,"[[0, 0, 1], [-1, 0, 1], [-1, 1, 1]]",1,"[7, -6, 9, -4, 8, -3, 5, 0, 0]",1,7,-6,9,-4,8,-3,5,0,0
236,"[[0, 1, 0], [0, 1, 0], [1, 0, 1]]",0,"[-3, 7, -7, 4, -8, 6, -5, 9, -5]",-1,-3,7,-7,4,-8,6,-5,9,-5
237,"[[-1, 1, 0], [1, 0, -1], [0, 0, 1]]",0,"[-6, 5, -8, 4, -7, 9, -5, 0, 0]",0,-6,5,-8,4,-7,9,-5,0,0
238,"[[0, 1, 1], [0, 1, 0], [1, -1, -1]]",1,"[5, -3, 6, -7, 4, -5, 7, 0, 0]",1,5,-3,6,-7,4,-5,7,0,0
239,"[[-1, 1, 1], [-1, 0, 1], [0, 0, 0]]",0,"[-8, 4, -9, 5, -6, 7, -7, 0, 0]",0,-8,4,-9,5,-6,7,-7,0,0
240,"[[-1, 0, 0], [1, 1, 0], [1, -1, 0]]",0,"[-4, 6, -7, 5, -9, 7, -5, 0, 0]",0,-4,6,-7,5,-9,7,-5,0,0
241,"[[1, 1, -1], [1, 0, 1], [0, 0, 0]]",1,"[5, -6, 3, -7, 4, -9, 7, -8, 0]",0,5,-6,3,-7,4,-9,7,-8,0
242,"[[1, 0, 0], [-1, 1, 0], [1, 1, 0]]",1,"[7, -9, 8, -7, 3, -4, 6, -5, 0]",0,7,-9,8,-7,3,-4,6,-5,0
243,"[[1, 1, -1], [0, 0, 0], [-1, 1, 0]]",0,"[-7, 8, -9, 3, -6, 4, -5, 0, 0]",0,-7,8,-9,3,-6,4,-5,0,0
244,"[[1, -1, 0], [1, 0, -1], [0, -1, 1]]",1,"[3, -7, 5, -5, 9, -6, 0, 0, 0]",0,3,-7,5,-5,9,-6,0,0,0
245,"[[0, 0, 1], [1, 0, -1], [1, 1, 0]]",1,"[8, -4, 5, -3, 5, -6, 7, -9, 0]",0,8,-4,5,-3,5,-6,7,-9,0
246,"[[-1, 1, -1], [1, -1, -1], [0, 0, 0]]",0,"[-8, 4, -9, 5, -7, 0, 0, 0, 0]",0,-8,4,-9,5,-7,0,0,0,0
247,"[[1, 0, 0], [0, 0, 1], [1, 0, 1]]",0,"[-5, 7, -4, 7, -6, 3, -5, 9, -8]",0,-5,7,-4,7,-6,3,-5,9,-8
248,"[[-1, 0, -1], [0, 1, 0], [1, 1, 1]]",1,"[9, -4, 7, -7, 6, -5, 8, 0, 0]",1,9,-4,7,-7,6,-5,8,0,0
249,"[[0, 0, 1], [0, 1, 1], [0, 1, -1]]",1,"[8, -4, 6, -7, 5, -5, 7, -3, 0]",0,8,-4,6,-7,5,-5,7,-3,0
250,"[[0, 0, 1], [0, 1, -1], [1, 0, 1]]",0,"[-5, 6, -4, 7, -3, 9, -8, 5, 0]",1,-5,6,-4,7,-3,9,-8,5,0
251,"[[0, 0, 1], [0, 1, -1], [1, 1, -1]]",1,"[5, -3, 8, -4, 7, -5, 6, 0, 0]",1,5,-3,8,-4,7,-5,6,0,0
252,"[[-1, 1, 1], [0, 1, 0], [0, 1, 0]]",0,"[-7, 4, -9, 5, -7, 8, -5, 6, 0]",1,-7,4,-9,5,-7,8,-5,6,0
253,"[[0, 1, 0], [1, 1, 0], [0, 1, 1]]",1,"[4, -5, 5, -7, 6, -3, 9, -7, 8]",1,4,-5,5,-7,6,-3,9,-7,8
254,"[[1, -1, 0], [1, 0, -1], [0, 1, -1]]",1,"[5, -6, 3, -7, 8, -5, 0, 0, 0]",0,5,-6,3,-7,8,-5,0,0,0
255,"[[1, 0, 0], [0, 1, 1], [0, 1, 1]]",1,"[8, -5, 9, -4, 7, -7, 3, -5, 6]",1,8,-5,9,-4,7,-7,3,-5,6
256,"[[-1, 0, 1], [1, 1, 0], [1, -1, 0]]",1,"[5, -4, 6, -9, 5, -7, 7, 0, 0]",1,5,-4,6,-9,5,-7,7,0,0
257,"[[1, 0, 0], [0, 1, 1], [1, 0, 0]]",0,"[-4, 6, -8, 7, -5, 3, -5, 7, -9]",-1,-4,6,-8,7,-5,3,-5,7,-9
258,"[[0, 0, 1], [0, 1, 0], [1, -1, 1]]",0,"[-3, 6, -5, 5, -4, 9, -7, 7, 0]",1,-3,6,-5,5,-4,9,-7,7,0
259,"[[1, 0, 0], [-1, -1, 0], [1, 1, 1]]",1,"[3, -4, 7, -5, 8, -7, 9, 0, 0]",1,3,-4,7,-5,8,-7,9,0,0
260,"[[1, 0, 1], [0, 0, 0], [-1, 1, -1]]",0,"[-5, 8, -7, 3, -4, 5, -6, 0, 0]",0,-5,8,-7,3,-4,5,-6,0,0
261,"[[1, -1, 0], [1, 0, 0], [1, -1, -1]]",0,"[-7, 5, -5, 7, -6, 3, 0, 0, 0]",1,-7,5,-5,7,-6,3,0,0,0
262,"[[1, 1, 0], [1, 1, 0], [-1, 0, 0]]",1,"[3, -7, 5, -8, 4, -9, 6, -5, 0]",0,3,-7,5,-8,4,-9,6,-5,0
263,"[[1, 0, 1], [0, 1, 1], [0, 1, 0]]",1,"[6, -7, 7, -5, 5, -9, 3, -4, 8]",-1,6,-7,7,-5,5,-9,3,-4,8
264,"[[-1, -1, 0], [-1, 1, 0], [1, -1, 0]]",0,"[-9, 7, -5, 6, -7, 0, 0, 0, 0]",0,-9,7,-5,6,-7,0,0,0,0
265,"[[1, 1, 0], [0, -1, 0], [1, 1, 0]]",1,"[8, -5, 3, -9, 4, -7, 7, -5, 0]",0,8,-5,3,-9,4,-7,7,-5,0
266,"[[1, -1, 0], [0, 1, -1], [-1, -1, 1]]",1,"[9, -5, 6, -5, 3, 0, 0, 0, 0]",1,9,-5,6,-5,3,0,0,0,0
267,"[[0, 1, 0], [1, 0, 0], [1, 1, 0]]",0,"[-5, 8, -6, 4, -7, 5, -3, 7, -9]",0,-5,8,-6,4,-7,5,-3,7,-9
268,"[[0, 0, 1], [0, 1, -1], [1, -1, -1]]",0,"[-3, 6, -4, 7, -5, 5, 0, 0, 0]",1,-3,6,-4,7,-5,5,0,0,0
269,"[[-1, 0, 1], [0, -1, 1], [1, 0, 1]]",1,"[9, -5, 7, -8, 5, -4, 7, 0, 0]",1,9,-5,7,-8,5,-4,7,0,0
270,"[[1, 0, 0], [0, 1, 1], [1, 1, 0]]",1,"[3, -5, 7, -9, 8, -5, 7, -4, 6]",-1,3,-5,7,-9,8,-5,7,-4,6
271,"[[1, 0, 1], [-1, 1, 1], [0, 0, 0]]",1,"[6, -4, 3, -9, 5, -7, 7, -8, 0]",0,6,-4,3,-9,5,-7,7,-8,0
272,"[[1, 1, 0], [0, 0, 1], [0, 1, 0]]",0,"[-6, 8, -5, 7, -5, 4, -9, 3, -7]",0,-6,8,-5,7,-5,4,-9,3,-7
273,"[[1, 0, -1], [-1, 1, -1], [-1, 0, 1]]",1,"[6, -8, 9, -4, 3, 0, 0, 0, 0]",1,6,-8,9,-4,3,0,0,0,0
274,"[[1, 1, 1], [0, -1, 0], [1, 0, 0]]",0,"[-7, 5, -8, 4, -5, 7, -9, 3, 0]",1,-7,5,-8,4,-5,7,-9,3,0
275,"[[1, -1, 0], [1, 0, -1], [1, -1, 0]]",0,"[-5, 7, -9, 5, -6, 3, 0, 0, 0]",1,-5,7,-9,5,-6,3,0,0,0
276,"[[0, 1, 0], [1, 1, 0], [0, 1, 1]]",1,"[6, -5, 5, -7, 8, -7, 9, -3, 4]",1,6,-5,5,-7,8,-7,9,-3,4
277,"[[0, 0, -1], [0, 1, 1], [0, -1, 1]]",0,"[-4, 7, -7, 9, -5, 6, -3, 0, 0]",0,-4,7,-7,9,-5,6,-3,0,0
278,"[[1, 0, 0], [1, 0, 1], [0, 1, 0]]",0,"[-9, 7, -5, 5, -6, 8, -4, 3, -7]",0,-9,7,-5,5,-6,8,-4,3,-7
279,"[[0, -1, 1], [1, 0, 0], [1, 1, 0]]",1,"[7, -9, 5, -7, 8, -3, 5, -6, 0]",0,7,-9,5,-7,8,-3,5,-6,0
280,"[[0, 1, 0], [1, 1, 0], [1, 0, 1]]",1,"[5, -5, 7, -7, 9, -8, 4, -3, 6]",-1,5,-5,7,-7,9,-8,4,-3,6
281,"[[1, -1, 0], [-1, 1, 0], [-1, 0, 1]]",0,"[-7, 9, -8, 6, -5, 3, 0, 0, 0]",1,-7,9,-8,6,-5,3,0,0,0
282,"[[1, 0, 0], [-1, 0, 0], [1, 1, 1]]",0,"[-7, 7, -5, 3, -6, 8, -4, 9, 0]",1,-7,7,-5,3,-6,8,-4,9,0
283,"[[-1, 0, 1], [0, 1, 0], [1, 1, 0]]",0,"[-5, 8, -7, 6, -4, 7, -9, 5, 0]",1,-5,8,-7,6,-4,7,-9,5,0
284,"[[-1, -1, 0], [-1, 1, 0], [1, -1, 0]]",0,"[-7, 6, -5, 7, -9, 0, 0, 0, 0]",0,-7,6,-5,7,-9,0,0,0,0
285,"[[0, -1, -1], [0, 1, -1], [0, 1, 1]]",1,"[9, -3, 6, -7, 8, -5, 0, 0, 0]",0,9,-3,6,-7,8,-5,0,0,0
286,"[[1, 1, 0], [1, 1, 0], [0, -1, 0]]",1,"[5, -7, 3, -9, 6, -7, 4, -5, 0]",0,5,-7,3,-9,6,-7,4,-5,0
287,"[[1, 1, 0], [1, 0, 0], [1, 0, 1]]",1,"[4, -7, 9, -5, 5, -6, 7, -8, 3]",1,4,-7,9,-5,5,-6,7,-8,3
288,"[[0, 1, 1], [0, -1, 1], [0, 0, -1]]",0,"[-5, 5, -3, 7, -8, 4, -7, 0, 0]",0,-5,5,-3,7,-8,4,-7,0,0
289,"[[0, 1, -1], [0, -1, 0], [1, 1, 1]]",1,"[8, -3, 4, -7, 9, -5, 7, 0, 0]",1,8,-3,4,-7,9,-5,7,0,0
290,"[[0, 0, 1], [1, 1, 0], [0, 1, 1]]",1,"[5, -3, 5, -7, 8, -7, 9, -4, 6]",-1,5,-3,5,-7,8,-7,9,-4,6
291,"[[-1, 0, 1], [-1, 0, -1], [1, 0, 1]]",1,"[7, -4, 5, -8, 9, -6, 0, 0, 0]",0,7,-4,5,-8,9,-6,0,0,0
292,"[[0, 0, -1], [1, 1, 1], [0, 0, 1]]",0,"[-3, 6, -7, 5, -8, 9, -4, 7, 0]",1,-3,6,-7,5,-8,9,-4,7,0
293,"[[1, 1, 1], [-1, -1, 0], [0, 0, -1]]",0,"[-7, 5, -7, 4, -8, 3, 0, 0, 0]",1,-7,5,-7,4,-8,3,0,0,0
294,"[[1, 0, -1], [0, 0, 0], [1, -1, 1]]",0,"[-4, 9, -6, 7, -5, 3, -7, 0, 0]",0,-4,9,-6,7,-5,3,-7,0,0
295,"[[0, 0, 0], [1, -1, -1], [1, 1, 0]]",0,"[-3, 7, -5, 8, -9, 5, -4, 0, 0]",0,-3,7,-5,8,-9,5,-4,0,0
296,"[[0, 1, 1], [0, 0, 1], [1, 0, 1]]",1,"[4, -3, 5, -6, 7, -5, 9, -8, 7]",1,4,-3,5,-6,7,-5,9,-8,7
297,"[[0, 1, 1], [0, 0, 1], [-1, -1, 1]]",1,"[4, -6, 7, -5, 9, -3, 5, 0, 0]",1,4,-6,7,-5,9,-3,5,0,0
298,"[[-1, 1, 0], [-1, 1, 0], [0, 1, 1]]",1,"[9, -7, 8, -7, 4, -5, 6, 0, 0]",1,9,-7,8,-7,4,-5,6,0,0
299,"[[0, 1, 0], [1, 1, 0], [1, -1, 0]]",1,"[5, -3, 4, -7, 6, -9, 7, -5, 0]",0,5,-3,4,-7,6,-9,7,-5,0
300,"[[-1, 1, 0], [0, 0, -1], [1, 1, 1]]",1,"[9, -6, 4, -5, 7, -5, 8, 0, 0]",1,9,-6,4,-5,7,-5,8,0,0
301,"[[1, 0, 1], [0, 1, 0], [0, 1, 0]]",0,"[-7, 6, -9, 3, -4, 5, -5, 8, -7]",-1,-7,6,-9,3,-4,5,-5,8,-7
302,"[[1, 0, 1], [0, 1, 1], [0, 1, 0]]",1,"[5, -5, 7, -4, 3, -9, 6, -7, 8]",-1,5,-5,7,-4,3,-9,6,-7,8
303,"[[0, 1, 1], [1, 0, 0], [0, 1, 1]]",1,"[8, -7, 5, -6, 4, -7, 5, -3, 9]",-1,8,-7,5,-6,4,-7,5,-3,9
304,"[[0, 1, 1], [-1, 0, -1], [0, 1, 0]]",0,"[-3, 8, -9, 4, -7, 5, -6, 0, 0]",0,-3,8,-9,4,-7,5,-6,0,0
305,"[[0, 1, 0], [0, 1, 1], [0, 0, 1]]",0,"[-5, 7, -7, 6, -8, 4, -5, 9, -3]",0,-5,7,-7,6,-8,4,-5,9,-3
306,"[[0, 1, 0], [1, 1, 0], [0, 0, 1]]",0,"[-7, 6, -8, 9, -5, 5, -7, 4, -3]",-1,-7,6,-8,9,-5,5,-7,4,-3
307,"[[1, 0, 1], [0, 0, 1], [1, 1, 0]]",1,"[7, -9, 7, -4, 3, -5, 8, -6, 5]",-1,7,-9,7,-4,3,-5,8,-6,5
308,"[[0, 1, 0], [0, 1, 1], [1, 0, 0]]",0,"[-5, 7, -9, 4, -3, 6, -8, 7, -5]",-1,-5,7,-9,4,-3,6,-8,7,-5
309,"[[1, 0, 0], [-1, 1, 0], [-1, 1, 1]]",1,"[6, -7, 8, -5, 3, -4, 9, 0, 0]",1,6,-7,8,-5,3,-4,9,0,0
310,"[[0, 0, -1], [1, 1, 1], [1, 0, -1]]",1,"[6, -8, 7, -4, 7, -3, 5, 0, 0]",1,6,-8,7,-4,7,-3,5,0,0
311,"[[0, 0, 1], [1, 0, -1], [1, 0, 1]]",1,"[5, -8, 7, -3, 9, -6, 5, -4, 0]",0,5,-8,7,-3,9,-6,5,-4,0
312,"[[1, 1, 1], [0, -1, 0], [0, 0, 1]]",0,"[-8, 5, -7, 4, -5, 9, -7, 3, 0]",1,-8,5,-7,4,-5,9,-7,3,0
